timestamp,value
2025-01-01T00:00:00Z,0.0
2025-01-01T00:00:01Z,0.05002915670857863
2025-01-01T00:00:02Z,0.09993301616303926
2025-01-01T00:00:03Z,0.1495865949143112
2025-01-01T00:00:04Z,0.19886553633749857
2025-01-01T00:00:05Z,0.24764642208113616
2025-01-01T00:00:06Z,0.2958070811665539
2025-01-01T00:00:07Z,0.3432268959632157
2025-01-01T00:00:08Z,0.38978710427372076
2025-01-01T00:00:09Z,0.4353710967719027
2025-01-01T00:00:10Z,0.4798647090490943
2025-01-01T00:00:11Z,0.5231565075371343
2025-01-01T00:00:12Z,0.5651380685920271
2025-01-01T00:00:13Z,0.605704250039292
2025-01-01T00:00:14Z,0.6447534545009243
2025-01-01T00:00:15Z,0.6821878838444657
2025-01-01T00:00:16Z,0.717913784116926
2025-01-01T00:00:17Z,0.7518416803501158
2025-01-01T00:00:18Z,0.78388660064933
2025-01-01T00:00:19Z,0.8139682890041526
2025-01-01T00:00:20Z,0.8420114062884005
2025-01-01T00:00:21Z,0.8679457189458079
2025-01-01T00:00:22Z,0.8917062748888882
2025-01-01T00:00:23Z,0.9132335661704393
2025-01-01T00:00:24Z,0.9324736780202824
2025-01-01T00:00:25Z,0.9493784238739756
2025-01-01T00:00:26Z,0.9639054660553243
2025-01-01T00:00:27Z,0.9760184218104399
2025-01-01T00:00:28Z,0.985686954427788
2025-01-01T00:00:29Z,0.9928868492160164
2025-01-01T00:00:30Z,0.9976000741492778
2025-01-01T00:00:31Z,0.9998148250281604
2025-01-01T00:00:32Z,0.9995255550431251
2025-01-01T00:00:33Z,0.9967329886664036
2025-01-01T00:00:34Z,0.9914441198375697
2025-01-01T00:00:35Z,0.9836721944473249
2025-01-01T00:00:36Z,0.9734366771633683
2025-01-01T00:00:37Z,0.9607632026814362
2025-01-01T00:00:38Z,0.9456835115235996
2025-01-01T00:00:39Z,0.9282353705446159
2025-01-01T00:00:40Z,0.9084624783454199
2025-01-01T00:00:41Z,0.8864143558306506
2025-01-01T00:00:42Z,0.8621462221843063
2025-01-01T00:00:43Z,0.835718856574146
2025-01-01T00:00:44Z,0.8071984459311994
2025-01-01T00:00:45Z,0.776656419185614
2025-01-01T00:00:46Z,0.7441692683739977
2025-01-01T00:00:47Z,0.7098183570662889
2025-01-01T00:00:48Z,0.6736897165919457
2025-01-01T00:00:49Z,0.6358738305758035
2025-01-01T00:00:50Z,0.5964654083232273
2025-01-01T00:00:51Z,0.5555631476221117
2025-01-01T00:00:52Z,0.513269487555788
2025-01-01T00:00:53Z,0.4696903519459145
2025-01-01T00:00:54Z,0.4249348840678924
2025-01-01T00:00:55Z,0.37911517330321154
2025-01-01T00:00:56Z,0.33234597441331465
2025-01-01T00:00:57Z,0.2847444201380626
2025-01-01T00:00:58Z,0.23642972783858707
2025-01-01T00:00:59Z,0.18752290091924165
2025-01-01T00:01:00Z,0.13814642577643546
2025-01-01T00:01:01Z,0.08842396503333558
2025-01-01T00:01:02Z,0.03848004782872783
2025-01-01T00:01:03Z,-0.011560242064297474
2025-01-01T00:01:04Z,-0.06157157950873298
2025-01-01T00:01:05Z,-0.11142871187853388
2025-01-01T00:01:06Z,-0.16100677275189493
2025-01-01T00:01:07Z,-0.21018159463728486
2025-01-01T00:01:08Z,-0.2588300199490208
2025-01-01T00:01:09Z,-0.30683020945354866
2025-01-01T00:01:10Z,-0.35406194741393143
2025-01-01T00:01:11Z,-0.40040694266831467
2025-01-01T00:01:12Z,-0.4457491248883234
2025-01-01T00:01:13Z,-0.4899749352754158
2025-01-01T00:01:14Z,-0.532973610967149
2025-01-01T00:01:15Z,-0.5746374624410662
2025-01-01T00:01:16Z,-0.6148621432214489
2025-01-01T00:01:17Z,-0.6535469112134646
2025-01-01T00:01:18Z,-0.6905948810101928
2025-01-01T00:01:19Z,-0.7259132665406387
2025-01-01T00:01:20Z,-0.7594136134510215
2025-01-01T00:01:21Z,-0.7910120206373449
2025-01-01T00:01:22Z,-0.8206293503744214
2025-01-01T00:01:23Z,-0.8481914265150899
2025-01-01T00:01:24Z,-0.8736292202632362
2025-01-01T00:01:25Z,-0.896879023055351
2025-01-01T00:01:26Z,-0.9178826061176496
2025-01-01T00:01:27Z,-0.93658736629914
2025-01-01T00:01:28Z,-0.9529464578154061
2025-01-01T00:01:29Z,-0.9669189095731556
2025-01-01T00:01:30Z,-0.9784697277816927
2025-01-01T00:01:31Z,-0.9875699835943296
2025-01-01T00:01:32Z,-0.9941968855602381
